from,to,similarity
242715,200797,0.0
242715,200800,0.0
242715,200801,0.0
242715,200802,0.0
242715,200803,0.0
242715,200809,0.0
242715,200810,0.0
242715,200811,0.0
242715,200812,0.0
242715,200813,0.0
242715,200815,0.0
242715,200816,0.0
242715,200819,0.0
242715,200820,0.0
242715,200821,0.0
242715,200822,0.0
242715,200823,0.0
242715,200824,0.0
242715,200825,0.0
242715,200826,0.0
242715,200827,0.0
242715,200829,0.0
242715,200831,0.0
242715,200832,0.0
242715,200833,0.0
242715,200834,0.0
242715,200836,0.0
242715,200837,0.0
242715,200842,0.0
242715,200843,0.0
242715,200844,0.0
242715,200846,0.0
242715,200848,0.0
242715,200849,0.0
242715,200850,0.0
242715,200851,0.0
242715,200853,0.0
242715,200855,0.0
242715,200856,0.0
242715,200857,0.0
242715,200858,0.0
242715,200859,0.0
242715,200860,0.0
242715,200861,0.0
242715,200862,0.0
242715,200863,0.0
242715,200864,0.0
242715,200865,0.0
242715,200866,0.0
242715,200867,0.0
242715,200868,0.0
242715,200869,0.0
242715,200870,0.0
242715,200873,0.0
242715,200874,0.0
242715,200876,0.0
242715,200878,0.0
242715,200879,0.0
242715,200880,0.0
242715,200881,0.0
242715,200883,0.0
242715,200884,0.0
242715,200887,0.0
242715,200888,0.0
242715,200889,0.0
242715,200890,0.0
242715,200894,0.0
242715,200895,0.0
242715,200896,0.0
242715,200897,0.0
242715,200900,0.0
242715,200901,0.0
242715,200903,0.0
242715,200904,0.0
242715,200905,0.0
242715,200909,0.0
242715,200911,0.0
242715,200912,0.0
242715,200913,0.0
242715,200915,0.0
242715,200916,0.0
242715,200917,0.0
242715,200918,0.0
242715,200919,0.0
242715,200922,0.0
242715,200923,0.0
242715,200927,0.0
242715,200928,0.0
242715,200930,0.0
242715,200931,0.0
242715,200932,0.0
242715,200934,0.0
242715,200935,0.0
242715,200936,0.0
242715,200938,0.0
242715,200939,0.0
242715,200940,0.0
242715,200943,0.0
242715,200944,0.0
242715,200945,0.0
242715,200946,0.0
242715,200948,0.0
242715,200951,0.0
242715,200952,0.0
242715,200954,0.0
242715,200955,0.0
242715,200956,0.0
242715,200958,0.0
242715,200959,0.0
242715,200961,0.0
242715,200962,0.0
242715,200963,0.0
242715,200967,0.0
242715,200968,0.0
242715,200969,0.0
242715,200970,0.0
242715,200971,0.0
242715,200972,0.0
242715,200973,0.0
242715,200974,0.0
242715,200976,0.0
242715,200977,0.0
242715,200978,0.0
242715,200979,0.0
242715,200980,0.0
242715,200981,0.0
242715,200982,0.0
242715,200983,0.0
242715,200984,0.0
242715,200986,0.0
242715,200987,0.0
242715,200988,0.0
242715,200989,0.0
242715,200990,0.0
242715,200991,0.0
242715,200992,0.0
242715,200993,0.0
242715,200994,0.0
242715,200995,0.0
242715,200998,0.0
242715,200999,0.0
242715,201001,0.0
242715,201002,0.0
242715,201003,0.0
242715,201006,0.0
242715,201007,0.0
242715,201008,0.0
242715,201010,0.0
242715,201011,0.0
242715,201013,0.0
242715,201014,0.0
242715,201015,0.0
242715,201016,0.0
242715,201017,0.0
242715,201018,0.0
242715,201019,0.0
242715,201021,0.0
242715,201023,0.0
242715,201029,0.0
242715,201031,0.0
242715,201035,0.0
242715,201037,0.0
242715,201039,0.0
242715,201041,0.0
242715,201042,0.0
242715,201044,0.0
242715,201045,0.0
242715,201046,0.0
242715,201047,0.0
242715,201049,0.0
242715,201050,0.0
242715,201051,0.0
242715,201053,0.0
242715,201054,0.0
242715,201056,0.0
242715,201059,0.0
242715,201060,0.0
242715,201061,0.0
242715,201063,0.0
242715,201064,0.0
242715,201065,0.0
242715,201066,0.0
242715,201067,0.0
242715,201068,0.0
242715,201069,0.0
242715,201070,0.0
242715,201072,0.0
242715,201073,0.0
242715,201074,0.0
242715,201075,0.0
242715,201076,0.0
242715,201078,0.0
242715,201080,0.0
242715,201081,0.0
242715,201082,0.0
242715,201083,0.0
242715,201084,0.0
242715,201085,0.0
242715,201087,0.0
242715,201090,0.0
242715,201091,0.0
242715,201092,0.0
242715,201093,0.0
242715,201094,0.0
242715,201095,0.0
242715,201097,0.0
242715,201099,0.0
242715,201101,0.0
242715,201102,0.0
242715,201103,0.0
242715,201104,0.0
242715,201106,0.0
242715,201107,0.0
242715,201108,0.0
242715,201110,0.0
242715,201111,0.0
242715,201114,0.0
242715,201115,0.0
242715,201116,0.0
242715,201117,0.0
242715,201118,0.0
242715,201119,0.0
242715,201120,0.0
242715,201121,0.0
242715,201123,0.0
242715,201124,0.0
242715,201125,0.0
242715,201126,0.0
242715,201127,0.0
242715,201131,0.0
242715,201132,0.0
242715,201134,0.0
242715,201135,0.0
242715,201138,0.0
242715,201140,0.0
242715,201141,0.0
242715,201143,0.0
242715,201144,0.0
242715,201147,0.0
242715,201148,0.0
242715,201149,0.0
242715,201150,0.0
242715,201151,0.0
242715,201153,0.0
242715,201154,0.0
242715,201155,0.0
242715,201156,0.0
242715,201157,0.0
242715,201158,0.0
242715,201159,0.0
242715,201160,0.0
242715,201161,0.0
242715,201162,0.0
242715,201163,0.0
242715,201164,0.0
242715,201165,0.0
242715,201166,0.0
242715,201167,0.0
242715,201171,0.0
242715,201172,0.0
242715,201173,0.0
242715,201175,0.0
242715,201176,0.0
242715,201177,0.0
242715,201178,0.0
242715,201179,0.0
242715,201180,0.0
242715,201182,0.0
242715,201183,0.0
242715,201186,0.0
242715,201187,0.0
242715,201188,0.0
242715,201189,0.0
242715,201190,0.0
242715,201192,0.0
242715,201193,0.0
242715,201194,0.0
242715,201195,0.0
242715,201197,0.0
242715,201198,0.0
242715,201200,0.0
242715,201201,0.0
242715,201204,0.0
242715,201205,0.0
242715,201207,0.0
242715,201208,0.0
242715,201210,0.0
242715,201211,0.0
242715,201215,0.0
242715,201216,0.0
242715,201217,0.0
242715,201218,0.0
